SQL_Table_Name;1C_Metadata_Name;Table_Purpose
InfoRgChngR43714;РегистрСведений.КлючиДоступаВнешнихПользователей.Изменения;РегистрацияИзменений
InfoRg43715;РегистрСведений.КлючиДоступаГруппДоступа;Основная
InfoRgChngR43721;РегистрСведений.КлючиДоступаГруппДоступа.Изменения;РегистрацияИзменений
InfoRg43722;РегистрСведений.КлючиДоступаКОбъектам;Основная
InfoRgChngR43726;РегистрСведений.КлючиДоступаКОбъектам.Изменения;РегистрацияИзменений
InfoRg43727;РегистрСведений.КлючиДоступаКРегистрам;Основная
InfoRgChngR43736;РегистрСведений.КлючиДоступаКРегистрам.Изменения;РегистрацияИзменений
InfoRg43737;РегистрСведений.КлючиДоступаКРегиструРезультатыПроверкиУчета;Основная
InfoRgChngR43742;РегистрСведений.КлючиДоступаКРегиструРезультатыПроверкиУчета.Изменения;РегистрацияИзменений
InfoRg43743;РегистрСведений.КлючиДоступаНаборовГруппДоступа;Основная
InfoRgChngR43749;РегистрСведений.КлючиДоступаНаборовГруппДоступа.Изменения;РегистрацияИзменений
InfoRg43750;РегистрСведений.КлючиДоступаПользователей;Основная
InfoRgChngR43758;РегистрСведений.КлючиДоступаПользователей.Изменения;РегистрацияИзменений
InfoRg43759;РегистрСведений.КлючиПартийЗЕРНО;Основная
InfoRgChngR43768;РегистрСведений.КлючиПартийЗЕРНО.Изменения;РегистрацияИзменений
InfoRg43769;РегистрСведений.КодировкиФайлов;Основная
InfoRgChngR43772;РегистрСведений.КодировкиФайлов.Изменения;РегистрацияИзменений
InfoRg43773;РегистрСведений.КодыРАФПЗЕРНО;Основная
InfoRgChngR43778;РегистрСведений.КодыРАФПЗЕРНО.Изменения;РегистрацияИзменений
InfoRg43779;РегистрСведений.КодыТНВЭДИСМП;Основная
InfoRgChngR43783;РегистрСведений.КодыТНВЭДИСМП.Изменения;РегистрацияИзменений
InfoRg43784;РегистрСведений.КодыТоваровPLUНаОборудовании;Основная
InfoRgChngR43790;РегистрСведений.КодыТоваровPLUНаОборудовании.Изменения;РегистрацияИзменений
InfoRg43791;РегистрСведений.КодыТоваровSKU;Основная
InfoRgChngR43800;РегистрСведений.КодыТоваровSKU.Изменения;РегистрацияИзменений
InfoRg43801;РегистрСведений.КодыТоваровПодключаемогоОборудованияOffline;Основная
InfoRgChngR43810;РегистрСведений.КодыТоваровПодключаемогоОборудованияOffline.Изменения;РегистрацияИзменений
InfoRg43811;РегистрСведений.КомментарииОперацииСтатистики;Основная
InfoRgChngR43814;РегистрСведений.КомментарииОперацииСтатистики.Изменения;РегистрацияИзменений
InfoRg43815;РегистрСведений.КомментарииСтатистики;Основная
InfoRgChngR43820;РегистрСведений.КомментарииСтатистики.Изменения;РегистрацияИзменений
InfoRg43821;РегистрСведений.КомментарииФайловДокументовЭДОБЗК;Основная
InfoRgChngR43826;РегистрСведений.КомментарииФайловДокументовЭДОБЗК.Изменения;РегистрацияИзменений
InfoRg43827;РегистрСведений.КомплектацииПоУмолчанию;Основная
InfoRgChngR43832;РегистрСведений.КомплектацииПоУмолчанию.Изменения;РегистрацияИзменений
InfoRg43833;РегистрСведений.КомплектацияПодключаемогоОборудования;Основная
InfoRgChngR43837;РегистрСведений.КомплектацияПодключаемогоОборудования.Изменения;РегистрацияИзменений
InfoRg43838;РегистрСведений.КонтактЦентрВходящее;Основная
InfoRgChngR43845;РегистрСведений.КонтактЦентрВходящее.Изменения;РегистрацияИзменений
InfoRg43846;РегистрСведений.КонтрагентыБизнесСеть;Основная
InfoRgChngR43850;РегистрСведений.КонтрагентыБизнесСеть.Изменения;РегистрацияИзменений
InfoRg43851;РегистрСведений.КонтрагентыНаМониторингеСПАРКРиски;Основная
InfoRgChngR43861;РегистрСведений.КонтрагентыНаМониторингеСПАРКРиски.Изменения;РегистрацияИзменений
InfoRg43862;РегистрСведений.КонтрольОтправкиФайловВ1СДокументооборот;Основная
InfoRgChngR43867;РегистрСведений.КонтрольОтправкиФайловВ1СДокументооборот.Изменения;РегистрацияИзменений
InfoRg43868;РегистрСведений.КонтрольОтраженияВУчетеЭДО;Основная
InfoRgChngR43873;РегистрСведений.КонтрольОтраженияВУчетеЭДО.Изменения;РегистрацияИзменений
InfoRg43874;РегистрСведений.КонтрольПроведенияУчетныхДокументовЭДО;Основная
InfoRgChngR43878;РегистрСведений.КонтрольПроведенияУчетныхДокументовЭДО.Изменения;РегистрацияИзменений
InfoRg43879;РегистрСведений.КонтрольСопоставленияНоменклатурыЭДО;Основная
InfoRgChngR43883;РегистрСведений.КонтрольСопоставленияНоменклатурыЭДО.Изменения;РегистрацияИзменений
InfoRg43884;РегистрСведений.КонтурСинхронизации;Основная
InfoRgChngR43894;РегистрСведений.КонтурСинхронизации.Изменения;РегистрацияИзменений
InfoRg43895;РегистрСведений.КорректирующиеФормыРСВ_1;Основная
InfoRgChngR43901;РегистрСведений.КорректирующиеФормыРСВ_1.Изменения;РегистрацияИзменений
InfoRg43902;РегистрСведений.КоэффициентДефлятор;Основная
InfoRgChngR43904;РегистрСведений.КоэффициентДефлятор.Изменения;РегистрацияИзменений
InfoRg43905;РегистрСведений.КурсыВалют;Основная
InfoRgOpt43909;;НастройкиХраненияИтоговРегистраСведений
InfoRgSL43910;;ИтогиСрезПоследних
InfoRgChngR43911;РегистрСведений.КурсыВалют.Изменения;РегистрацияИзменений
InfoRg43912;РегистрСведений.КэшВзаимодействияМПЭПД;Основная
InfoRgChngR43930;РегистрСведений.КэшВзаимодействияМПЭПД.Изменения;РегистрацияИзменений
InfoRg43931;РегистрСведений.КэшВизуализацииДокументовЭДО;Основная
InfoRgChngR43948;РегистрСведений.КэшВизуализацииДокументовЭДО.Изменения;РегистрацияИзменений
InfoRg43949;РегистрСведений.КэшДанныхВнешнихКомпонент;Основная
InfoRgChngR43956;РегистрСведений.КэшДанныхВнешнихКомпонент.Изменения;РегистрацияИзменений
InfoRg43957;РегистрСведений.КэшДанныхКлассификаторов;Основная
InfoRgChngR43964;РегистрСведений.КэшДанныхКлассификаторов.Изменения;РегистрацияИзменений
InfoRg43965;РегистрСведений.КэшДанныхПоставляемыхНастроек;Основная
InfoRgChngR43971;РегистрСведений.КэшДанныхПоставляемыхНастроек.Изменения;РегистрацияИзменений
InfoRg43972;РегистрСведений.КэшМакетовСБП;Основная
InfoRgChngR43977;РегистрСведений.КэшМакетовСБП.Изменения;РегистрацияИзменений
InfoRg43978;РегистрСведений.КэшОписанияОстатковИСМП;Основная
InfoRgChngR43990;РегистрСведений.КэшОписанияОстатковИСМП.Изменения;РегистрацияИзменений
InfoRg43991;РегистрСведений.КэшПереводов;Основная
InfoRgChngR43998;РегистрСведений.КэшПереводов.Изменения;РегистрацияИзменений
InfoRg43999;РегистрСведений.КэшПрограммныхИнтерфейсов;Основная
InfoRgChngR44004;РегистрСведений.КэшПрограммныхИнтерфейсов.Изменения;РегистрацияИзменений
InfoRg44005;РегистрСведений.КэшСостоянийКонтрагентовФНС;Основная
InfoRgChngR44013;РегистрСведений.КэшСостоянийКонтрагентовФНС.Изменения;РегистрацияИзменений
InfoRg44014;РегистрСведений.КэшТестовыхПериодов;Основная
InfoRgChngR44020;РегистрСведений.КэшТестовыхПериодов.Изменения;РегистрацияИзменений
InfoRg44021;РегистрСведений.ЛицевыеСчетаСотрудниковПоЗарплатнымПроектам;Основная
InfoRgChngR44036;РегистрСведений.ЛицевыеСчетаСотрудниковПоЗарплатнымПроектам.Изменения;РегистрацияИзменений
InfoRg44037;РегистрСведений.МакетыКомпоновкиДанных;Основная
InfoRgChngR44043;РегистрСведений.МакетыКомпоновкиДанных.Изменения;РегистрацияИзменений
InfoRg44044;РегистрСведений.МаксимальныйРазмерЕжемесячнойСтраховойВыплаты;Основная
InfoRgChngR44046;РегистрСведений.МаксимальныйРазмерЕжемесячнойСтраховойВыплаты.Изменения;РегистрацияИзменений
InfoRgChngR44056;РегистрСведений.МашиночитаемыеДоверенностиОбмена.Изменения;РегистрацияИзменений
InfoRg44057;РегистрСведений.МашиночитаемыеДоверенностиПредставителиИДоверители;Основная
InfoRgChngR44077;РегистрСведений.МашиночитаемыеДоверенностиПредставителиИДоверители.Изменения;РегистрацияИзменений
InfoRg44078;РегистрСведений.МашиночитаемыеДоверенностиСообщений;Основная
InfoRgChngR44087;РегистрСведений.МашиночитаемыеДоверенностиСообщений.Изменения;РегистрацияИзменений
InfoRg44088;РегистрСведений.МашиночитаемыеДоверенностиСтатусы;Основная
InfoRgChngR44099;РегистрСведений.МашиночитаемыеДоверенностиСтатусы.Изменения;РегистрацияИзменений
InfoRg44100;РегистрСведений.МашиночитаемыеДоверенностиЭД;Основная
InfoRgChngR44104;РегистрСведений.МашиночитаемыеДоверенностиЭД.Изменения;РегистрацияИзменений
InfoRg44105;РегистрСведений.МероприятияТрудовойДеятельности;Основная
InfoRgChngR44148;РегистрСведений.МероприятияТрудовойДеятельности.Изменения;РегистрацияИзменений
InfoRg44149;РегистрСведений.МероприятияТрудовойДеятельностиПереданные;Основная
InfoRgChngR44171;РегистрСведений.МероприятияТрудовойДеятельностиПереданные.Изменения;РегистрацияИзменений
InfoRg44172;РегистрСведений.МероприятияТрудовойДеятельностиПрочие;Основная
InfoRgChngR44215;РегистрСведений.МероприятияТрудовойДеятельностиПрочие.Изменения;РегистрацияИзменений
InfoRg44216;РегистрСведений.МестаХраненияПартийСАТУРН;Основная
InfoRgChngR44220;РегистрСведений.МестаХраненияПартийСАТУРН.Изменения;РегистрацияИзменений
InfoRg44221;РегистрСведений.МиграцияПриложенийОчередьЗагрузки;Основная
InfoRgChngR44224;РегистрСведений.МиграцияПриложенийОчередьЗагрузки.Изменения;РегистрацияИзменений
InfoRg44225;РегистрСведений.МиграцияПриложенийСостояниеВыгрузки;Основная
InfoRgChngR44245;РегистрСведений.МиграцияПриложенийСостояниеВыгрузки.Изменения;РегистрацияИзменений
InfoRg44246;РегистрСведений.МиграцияПриложенийСостояниеЗагрузки;Основная
InfoRgChngR44260;РегистрСведений.МиграцияПриложенийСостояниеЗагрузки.Изменения;РегистрацияИзменений
InfoRg44261;РегистрСведений.МинимальнаяОплатаТрудаРФ;Основная
InfoRgChngR44263;РегистрСведений.МинимальнаяОплатаТрудаРФ.Изменения;РегистрацияИзменений
InfoRg44264;РегистрСведений.МинимальныеЦеныПодакцизныхТоваровИС;Основная
InfoRgChngR44272;РегистрСведений.МинимальныеЦеныПодакцизныхТоваровИС.Изменения;РегистрацияИзменений
InfoRg44273;РегистрСведений.МРОТ;Основная
InfoRgChngR44275;РегистрСведений.МРОТ.Изменения;РегистрацияИзменений
InfoRg44276;РегистрСведений.МуниципальнаяИерархия;Основная
InfoRgChngR44282;РегистрСведений.МуниципальнаяИерархия.Изменения;РегистрацияИзменений
InfoRg44283;РегистрСведений.МЧДкСопоставлению;Основная
InfoRgChngR44294;РегистрСведений.МЧДкСопоставлению.Изменения;РегистрацияИзменений
InfoRg44295;РегистрСведений.НаборыЗначенийДоступа;Основная
InfoRgChngR44308;РегистрСведений.НаборыЗначенийДоступа.Изменения;РегистрацияИзменений
InfoRg44309;РегистрСведений.НазначениеДополнительныхОбработок;Основная
InfoRgChngR44316;РегистрСведений.НазначениеДополнительныхОбработок.Изменения;РегистрацияИзменений
InfoRg44317;РегистрСведений.НаличиеДублейУКонтрагентов;Основная
InfoRgChngR44322;РегистрСведений.НаличиеДублейУКонтрагентов.Изменения;РегистрацияИзменений
InfoRg44323;РегистрСведений.НаличиеНовыхЭлектронныхДокументов;Основная
InfoRgChngR44325;РегистрСведений.НаличиеНовыхЭлектронныхДокументов.Изменения;РегистрацияИзменений
InfoRg44326;РегистрСведений.НаличиеФайлов;Основная
InfoRgChngR44331;РегистрСведений.НаличиеФайлов.Изменения;РегистрацияИзменений
InfoRg44332;РегистрСведений.НапоминанияПользователя;Основная
InfoRgChngR44345;РегистрСведений.НапоминанияПользователя.Изменения;РегистрацияИзменений
InfoRg44346;РегистрСведений.НапоминанияПользователяИСМП;Основная
InfoRgChngR44349;РегистрСведений.НапоминанияПользователяИСМП.Изменения;РегистрацияИзменений
InfoRg44350;РегистрСведений.НаследованиеНастроекПравОбъектов;Основная
InfoRgChngR44357;РегистрСведений.НаследованиеНастроекПравОбъектов.Изменения;РегистрацияИзменений
InfoRg44358;РегистрСведений.НастройкаПередачиТоваровМеждуОрганизациями;Основная
InfoRgChngR44374;РегистрСведений.НастройкаПередачиТоваровМеждуОрганизациями.Изменения;РегистрацияИзменений
InfoRg44375;РегистрСведений.НастройкиАвторизацииВ1СДокументообороте;Основная
InfoRgChngR44384;РегистрСведений.НастройкиАвторизацииВ1СДокументообороте.Изменения;РегистрацияИзменений
InfoRg44385;РегистрСведений.НастройкиАрхиваСообщенийОбменов;Основная
InfoRgChngR44391;РегистрСведений.НастройкиАрхиваСообщенийОбменов.Изменения;РегистрацияИзменений
InfoRg44392;РегистрСведений.НастройкиВариантовОтчетов;Основная
InfoRgChngR44400;РегистрСведений.НастройкиВариантовОтчетов.Изменения;РегистрацияИзменений
InfoRg44401;РегистрСведений.НастройкиВариантовОтчетовУНФ;Основная
InfoRgChngR44410;РегистрСведений.НастройкиВариантовОтчетовУНФ.Изменения;РегистрацияИзменений
InfoRg44411;РегистрСведений.НастройкиВводаНаОсновании;Основная
InfoRgChngR44416;РегистрСведений.НастройкиВводаНаОсновании.Изменения;РегистрацияИзменений
InfoRg44417;РегистрСведений.НастройкиВерсионированияОбъектов;Основная
InfoRgChngR44423;РегистрСведений.НастройкиВерсионированияОбъектов.Изменения;РегистрацияИзменений
InfoRg44424;РегистрСведений.НастройкиВзаимодействияМПЭПД;Основная
InfoRgChngR44435;РегистрСведений.НастройкиВзаимодействияМПЭПД.Изменения;РегистрацияИзменений
InfoRg44436;РегистрСведений.НастройкиВидовКонтактнойИнформации;Основная
InfoRgChngR44439;РегистрСведений.НастройкиВидовКонтактнойИнформации.Изменения;РегистрацияИзменений
InfoRg44440;РегистрСведений.НастройкиВнутреннегоЭДО;Основная
InfoRgChngR44447;РегистрСведений.НастройкиВнутреннегоЭДО.Изменения;РегистрацияИзменений
InfoRg44448;РегистрСведений.НастройкиДополнительныхРеквизитовЭПД;Основная
InfoRgChngR44460;РегистрСведений.НастройкиДополнительныхРеквизитовЭПД.Изменения;РегистрацияИзменений
InfoRg44461;РегистрСведений.НастройкиЗагрузкиПисем;Основная
InfoRgChngR44470;РегистрСведений.НастройкиЗагрузкиПисем.Изменения;РегистрацияИзменений
InfoRg44471;РегистрСведений.НастройкиЗаписьНаУслуги;Основная
InfoRgChngR44477;РегистрСведений.НастройкиЗаписьНаУслуги.Изменения;РегистрацияИзменений
InfoRg44478;РегистрСведений.НастройкиЗаписьНаУслугиИнтернетМагазина;Основная
InfoRgChngR44484;РегистрСведений.НастройкиЗаписьНаУслугиИнтернетМагазина.Изменения;РегистрацияИзменений
InfoRg44485;РегистрСведений.НастройкиЗаполненияДополнительныхПолей;Основная
InfoRgChngR44498;РегистрСведений.НастройкиЗаполненияДополнительныхПолей.Изменения;РегистрацияИзменений
InfoRg44499;РегистрСведений.НастройкиЗарплатаКадры;Основная
InfoRgChngR44508;РегистрСведений.НастройкиЗарплатаКадры.Изменения;РегистрацияИзменений
InfoRg44509;РегистрСведений.НастройкиЗаявленийНаОтпускКабинетСотрудника;Основная
InfoRgChngR44518;РегистрСведений.НастройкиЗаявленийНаОтпускКабинетСотрудника.Изменения;РегистрацияИзменений
InfoRg44519;РегистрСведений.НастройкиИнтеграцииКабинетКлиента;Основная
InfoRgChngR44529;РегистрСведений.НастройкиИнтеграцииКабинетКлиента.Изменения;РегистрацияИзменений
InfoRg44530;РегистрСведений.НастройкиИнтеграцииКабинетСотрудника;Основная
InfoRgChngR44544;РегистрСведений.НастройкиИнтеграцииКабинетСотрудника.Изменения;РегистрацияИзменений
InfoRg44545;РегистрСведений.НастройкиИнтеграцииКонтактныхФорм;Основная
InfoRgChngR44548;РегистрСведений.НастройкиИнтеграцииКонтактныхФорм.Изменения;РегистрацияИзменений
InfoRg44549;РегистрСведений.НастройкиИнтеграцииМассовыхРассылок;Основная
InfoRgChngR44554;РегистрСведений.НастройкиИнтеграцииМассовыхРассылок.Изменения;РегистрацияИзменений
InfoRg44555;РегистрСведений.НастройкиИнтеграцииСБухгалтерией;Основная
InfoRgChngR44559;РегистрСведений.НастройкиИнтеграцииСБухгалтерией.Изменения;РегистрацияИзменений
InfoRg44560;РегистрСведений.НастройкиИнтеграцииСоСпринтером;Основная
InfoRgChngR44565;РегистрСведений.НастройкиИнтеграцииСоСпринтером.Изменения;РегистрацияИзменений
InfoRg44566;РегистрСведений.НастройкиИнтеграцииУправлениеПерсоналом;Основная
InfoRgChngR44570;РегистрСведений.НастройкиИнтеграцииУправлениеПерсоналом.Изменения;РегистрацияИзменений
InfoRg44571;РегистрСведений.НастройкиИспользованияСтраховыхВзносовПоКлассамУсловийТруда;Основная
InfoRgChngR44583;РегистрСведений.НастройкиИспользованияСтраховыхВзносовПоКлассамУсловийТруда.Изменения;РегистрацияИзменений
InfoRg44584;РегистрСведений.НастройкиКадровогоУчета;Основная
InfoRgChngR44587;РегистрСведений.НастройкиКадровогоУчета.Изменения;РегистрацияИзменений
InfoRg44588;РегистрСведений.НастройкиКассОФД;Основная
InfoRgChngR44596;РегистрСведений.НастройкиКассОФД.Изменения;РегистрацияИзменений
InfoRg44597;РегистрСведений.НастройкиКаталогаРасширенийВОбластяхДанных;Основная
InfoRgChngR44599;РегистрСведений.НастройкиКаталогаРасширенийВОбластяхДанных.Изменения;РегистрацияИзменений
InfoRg44600;РегистрСведений.НастройкиКомандПечати;Основная
InfoRgChngR44605;РегистрСведений.НастройкиКомандПечати.Изменения;РегистрацияИзменений
InfoRg44606;РегистрСведений.НастройкиЛентНовостейПользовательские;Основная
InfoRgChngR44611;РегистрСведений.НастройкиЛентНовостейПользовательские.Изменения;РегистрацияИзменений
InfoRg44612;РегистрСведений.НастройкиЛичногоКабинетаСервисаВОбластяхДанных;Основная
InfoRgChngR44614;РегистрСведений.НастройкиЛичногоКабинетаСервисаВОбластяхДанных.Изменения;РегистрацияИзменений
InfoRg44615;РегистрСведений.НастройкиНовостейОбластиДанных;Основная
InfoRgChngR44618;РегистрСведений.НастройкиНовостейОбластиДанных.Изменения;РегистрацияИзменений
InfoRg44619;РегистрСведений.НастройкиОблачногоЭДО;Основная
InfoRgChngR44622;РегистрСведений.НастройкиОблачногоЭДО.Изменения;РегистрацияИзменений
InfoRg44623;РегистрСведений.НастройкиОбменаДаннымиXDTO;Основная
InfoRgChngR44630;РегистрСведений.НастройкиОбменаДаннымиXDTO.Изменения;РегистрацияИзменений
InfoRg44631;РегистрСведений.НастройкиОбменаЕГАИС;Основная
InfoRgChngR44646;РегистрСведений.НастройкиОбменаЕГАИС.Изменения;РегистрацияИзменений
InfoRg44647;РегистрСведений.НастройкиОбменаРПН;Основная
InfoRgChngR44660;РегистрСведений.НастройкиОбменаРПН.Изменения;РегистрацияИзменений
InfoRg44661;РегистрСведений.НастройкиОбменаСервисаПодписи;Основная
InfoRgChngR44675;РегистрСведений.НастройкиОбменаСервисаПодписи.Изменения;РегистрацияИзменений
InfoRg44676;РегистрСведений.НастройкиОбменаСКлиентомБанка;Основная
InfoRgChngR44697;РегистрСведений.НастройкиОбменаСКлиентомБанка.Изменения;РегистрацияИзменений
InfoRg44698;РегистрСведений.НастройкиОбменаСУЗ;Основная
InfoRgChngR44718;РегистрСведений.НастройкиОбменаСУЗ.Изменения;РегистрацияИзменений
InfoRg44719;РегистрСведений.НастройкиОбменаФСРАР;Основная
InfoRgChngR44736;РегистрСведений.НастройкиОбменаФСРАР.Изменения;РегистрацияИзменений
InfoRg44737;РегистрСведений.НастройкиОбменаФСС;Основная
InfoRgChngR44753;РегистрСведений.НастройкиОбменаФСС.Изменения;РегистрацияИзменений
InfoRg44754;РегистрСведений.НастройкиОбменаФТС;Основная
InfoRgChngR44768;РегистрСведений.НастройкиОбменаФТС.Изменения;РегистрацияИзменений
InfoRgChngR44774;РегистрСведений.НастройкиОбщиеСервисДоставки.Изменения;РегистрацияИзменений
InfoRg44775;РегистрСведений.НастройкиОтправителя;Основная
InfoRgChngR44779;РегистрСведений.НастройкиОтправителя.Изменения;РегистрацияИзменений
InfoRg44780;РегистрСведений.НастройкиОтправкиЭлектронныхДокументов;Основная
InfoRgChngR44791;РегистрСведений.НастройкиОтправкиЭлектронныхДокументов.Изменения;РегистрацияИзменений
InfoRg44792;РегистрСведений.НастройкиОтправкиЭлектронныхДокументовПоВидам;Основная
InfoRgChngR44817;РегистрСведений.НастройкиОтправкиЭлектронныхДокументовПоВидам.Изменения;РегистрацияИзменений
InfoRg44818;РегистрСведений.НастройкиОтсутствийКабинетСотрудника;Основная
InfoRgChngR44823;РегистрСведений.НастройкиОтсутствийКабинетСотрудника.Изменения;РегистрацияИзменений
InfoRg44824;РегистрСведений.НастройкиОчисткиФайлов;Основная
InfoRgChngR44831;РегистрСведений.НастройкиОчисткиФайлов.Изменения;РегистрацияИзменений
InfoRgChngR44842;РегистрСведений.НастройкиПечатныхФормБЗК.Изменения;РегистрацияИзменений
InfoRg44843;РегистрСведений.НастройкиПечатныхФормПоУмолчанию;Основная
InfoRgChngR44849;РегистрСведений.НастройкиПечатныхФормПоУмолчанию.Изменения;РегистрацияИзменений
InfoRg44850;РегистрСведений.НастройкиПодключения1СПерсонал;Основная
InfoRgChngR44860;РегистрСведений.НастройкиПодключения1СПерсонал.Изменения;РегистрацияИзменений
InfoRg44861;РегистрСведений.НастройкиПодключенияВЕТИС;Основная
InfoRgChngR44866;РегистрСведений.НастройкиПодключенияВЕТИС.Изменения;РегистрацияИзменений
InfoRg44867;РегистрСведений.НастройкиПодключенияЛокальныхМодулейИСМП;Основная
InfoRgChngR44881;РегистрСведений.НастройкиПодключенияЛокальныхМодулейИСМП.Изменения;РегистрацияИзменений
InfoRg44882;РегистрСведений.НастройкиПодключенияПроверкаЦенников;Основная
InfoRgChngR44886;РегистрСведений.НастройкиПодключенияПроверкаЦенников.Изменения;РегистрацияИзменений
InfoRg44892;РегистрСведений.НастройкиПодпискиНаСобытияТелефонии;Основная
InfoRgChngR44901;РегистрСведений.НастройкиПодпискиНаСобытияТелефонии.Изменения;РегистрацияИзменений
InfoRg44902;РегистрСведений.НастройкиПолномочийМЧД;Основная
InfoRgChngR44906;РегистрСведений.НастройкиПолномочийМЧД.Изменения;РегистрацияИзменений
InfoRg44907;РегистрСведений.НастройкиПолученияЭлектронныхДокументов;Основная
InfoRgChngR44917;РегистрСведений.НастройкиПолученияЭлектронныхДокументов.Изменения;РегистрацияИзменений
InfoRg44918;РегистрСведений.НастройкиПользователейБИП;Основная
InfoRgChngR44922;РегистрСведений.НастройкиПользователейБИП.Изменения;РегистрацияИзменений
InfoRg44923;РегистрСведений.НастройкиПользователейТелефонии;Основная
InfoRgChngR44928;РегистрСведений.НастройкиПользователейТелефонии.Изменения;РегистрацияИзменений
InfoRg44929;РегистрСведений.НастройкиПравилОбработкиЗаявокКабинетСотрудника;Основная
InfoRgChngR44934;РегистрСведений.НастройкиПравилОбработкиЗаявокКабинетСотрудника.Изменения;РегистрацияИзменений
InfoRg44935;РегистрСведений.НастройкиПравОбъектов;Основная
InfoRgChngR44958;РегистрСведений.НастройкиПравОбъектов.Изменения;РегистрацияИзменений
InfoRg44959;РегистрСведений.НастройкиПроверкиОтчетностиПерсУчета;Основная
InfoRgChngR44967;РегистрСведений.НастройкиПроверкиОтчетностиПерсУчета.Изменения;РегистрацияИзменений
InfoRg44968;РегистрСведений.НастройкиПрямыхВыплатФССОрганизаций;Основная
InfoRgChngR44974;РегистрСведений.НастройкиПрямыхВыплатФССОрганизаций.Изменения;РегистрацияИзменений
InfoRg44975;РегистрСведений.НастройкиПрямыхВыплатФСССотрудников;Основная
InfoRgChngR44986;РегистрСведений.НастройкиПрямыхВыплатФСССотрудников.Изменения;РегистрацияИзменений
InfoRg44987;РегистрСведений.НастройкиПрямыхВыплатФСССотрудниковПодробности;Основная
InfoRgChngR44993;РегистрСведений.НастройкиПрямыхВыплатФСССотрудниковПодробности.Изменения;РегистрацияИзменений
InfoRg44994;РегистрСведений.НастройкиРаботыСПеревозчикамиСервисДоставки;Основная
InfoRgChngR45017;РегистрСведений.НастройкиРаботыСПеревозчикамиСервисДоставки.Изменения;РегистрацияИзменений
InfoRg45018;РегистрСведений.НастройкиРасчетаЗарплаты;Основная
InfoRgChngR45020;РегистрСведений.НастройкиРасчетаЗарплаты.Изменения;РегистрацияИзменений
InfoRg45021;РегистрСведений.НастройкиРасчетаРезервовОтпусков;Основная
InfoRgChngR45029;РегистрСведений.НастройкиРасчетаРезервовОтпусков.Изменения;РегистрацияИзменений
InfoRg45030;РегистрСведений.НастройкиСервисаКабинетСотрудника;Основная
InfoRgChngR45050;РегистрСведений.НастройкиСервисаКабинетСотрудника.Изменения;РегистрацияИзменений
InfoRg45051;РегистрСведений.НастройкиСервисаПодписанияУправлениеПерсоналом;Основная
InfoRgChngR45056;РегистрСведений.НастройкиСервисаПодписанияУправлениеПерсоналом.Изменения;РегистрацияИзменений
InfoRg45057;РегистрСведений.НастройкиСинхронизацииСВнешнимиКалендарями;Основная
InfoRgChngR45064;РегистрСведений.НастройкиСинхронизацииСВнешнимиКалендарями.Изменения;РегистрацияИзменений
InfoRg45065;РегистрСведений.НастройкиСинхронизацииФайлов;Основная
InfoRgChngR45073;РегистрСведений.НастройкиСинхронизацииФайлов.Изменения;РегистрацияИзменений
InfoRg45074;РегистрСведений.НастройкиСистемыБронированияКомандировок;Основная
InfoRgChngR45077;РегистрСведений.НастройкиСистемыБронированияКомандировок.Изменения;РегистрацияИзменений
InfoRg45078;РегистрСведений.НастройкиСистемыНалогообложения;Основная
InfoRgChngR45081;РегистрСведений.НастройкиСистемыНалогообложения.Изменения;РегистрацияИзменений
InfoRg45082;РегистрСведений.НастройкиТранспортаОбменаОбластейДанных;Основная
InfoRgChngR45095;РегистрСведений.НастройкиТранспортаОбменаОбластейДанных.Изменения;РегистрацияИзменений
InfoRg45096;РегистрСведений.НастройкиТранспортаОбменаОбластиДанных;Основная
InfoRgChngR45101;РегистрСведений.НастройкиТранспортаОбменаОбластиДанных.Изменения;РегистрацияИзменений
InfoRg45102;РегистрСведений.НастройкиТранспортаОбменаСообщениями;Основная
InfoRgChngR45107;РегистрСведений.НастройкиТранспортаОбменаСообщениями.Изменения;РегистрацияИзменений
InfoRg45108;РегистрСведений.НастройкиУполномоченногоГашенияВЕТИС;Основная
InfoRgChngR45111;РегистрСведений.НастройкиУполномоченногоГашенияВЕТИС.Изменения;РегистрацияИзменений
InfoRg45112;РегистрСведений.НастройкиУчастниковСБП;Основная
InfoRgChngR45125;РегистрСведений.НастройкиУчастниковСБП.Изменения;РегистрацияИзменений
InfoRgChngR45138;РегистрСведений.НастройкиУчетаМаркируемойПродукцииИСМП.Изменения;РегистрацияИзменений
InfoRg45139;РегистрСведений.НастройкиУчетаНДС;Основная
InfoRgChngR45146;РегистрСведений.НастройкиУчетаНДС.Изменения;РегистрацияИзменений
InfoRg45147;РегистрСведений.НастройкиУчетаПособийСоциальногоСтрахования;Основная
InfoRgChngR45151;РегистрСведений.НастройкиУчетаПособийСоциальногоСтрахования.Изменения;РегистрацияИзменений
InfoRg45152;РегистрСведений.НастройкиУчетаСтраховыхВзносов;Основная
InfoRgChngR45165;РегистрСведений.НастройкиУчетаСтраховыхВзносов.Изменения;РегистрацияИзменений
InfoRg45166;РегистрСведений.НастройкиУчетаСтраховыхВзносовИП_ПФР_ФФОМС;Основная
InfoRgChngR45170;РегистрСведений.НастройкиУчетаСтраховыхВзносовИП_ПФР_ФФОМС.Изменения;РегистрацияИзменений
